Mix0.txt,0.41,0.19,0.27,0.13,
Mix1.txt,0.11,0.13,0.39,0.38,
Mix2.txt,0.23,0.32,0.2,0.25,
Mix3.txt,0,0.35,0.39,0.26,
Mix4.txt,0,0.19,0.81,0,
Mix5.txt,0,1.0,0,0,
Mix6.txt,0.84,0,0,0.16,
Mix7.txt,0,0.51,0.05,0.44,
Mix8.txt,0.48,0.17,0.07,0.29,
Mix9.txt,0,0.26,0,0.74,
Mix10.txt,0,0,0.91,0.09,
Mix11.txt,0,0,0.15,0.85,
Mix12.txt,0.2,0.62,0,0.18,
Mix13.txt,0.43,0.06,0.32,0.19,
Mix14.txt,0,0,0,1.0,
Mix15.txt,0.41,0.28,0.1,0.21,
Mix16.txt,0,0.6,0.4,0,
Mix17.txt,0,0.54,0,0.46,
Mix18.txt,0,0.78,0,0.22,
Mix19.txt,0.24,0.18,0.24,0.35,
Mix20.txt,0.07,0.28,0.11,0.54,
Mix21.txt,0.38,0,0.42,0.19,
Mix22.txt,0,0.79,0,0.21,
Mix23.txt,0.32,0.17,0.1,0.42,
Mix24.txt,0.37,0,0,0.63,
Mix25.txt,0,0,0.17,0.83,
Mix26.txt,0.39,0.02,0.39,0.19,
Mix27.txt,0.76,0.22,0.02,0,
Mix28.txt,0.21,0,0.24,0.55,
Mix29.txt,0,1.0,0,0,
Mix30.txt,0.27,0.71,0.02,0,
Mix31.txt,0.51,0.49,0,0,
Mix32.txt,0,0.28,0.66,0.07,
Mix33.txt,0,0,1.0,0,
Mix34.txt,0,0,1.0,0,
Mix35.txt,0,0.42,0.58,0,
Mix36.txt,0.26,0.46,0.23,0.05,
Mix37.txt,0,0,1.0,0,
Mix38.txt,0,0.11,0.89,0,
Mix39.txt,0.64,0.23,0.12,0,
Mix40.txt,0.4,0.6,0,0,
Mix41.txt,0.43,0.41,0.16,0,
Mix42.txt,0.61,0,0,0.39,
Mix43.txt,0.07,0.48,0.05,0.4,
Mix44.txt,1.0,0,0,0,
Mix45.txt,0.48,0,0.52,0,
Mix46.txt,0.28,0,0,0.72,
Mix47.txt,0.18,0.4,0,0.42,
Mix48.txt,0.13,0.34,0.27,0.26,
Mix49.txt,0.3,0,0.26,0.44,
Mix50.txt,0,1.0,0,0,
Mix51.txt,0,0.42,0.05,0.53,
Mix52.txt,0.33,0,0,0.67,
Mix53.txt,0.26,0.43,0,0.31,
Mix54.txt,0.42,0,0,0.58,
Mix55.txt,0,0,0.86,0.14,
Mix56.txt,0.2,0.29,0.34,0.17,
Mix57.txt,0.45,0.55,0,0,
Mix58.txt,0.67,0.2,0,0.12,
Mix59.txt,0,0,0.38,0.62,
Mix60.txt,0.56,0.01,0.1,0.33,
Mix61.txt,0.08,0.3,0.45,0.16,
Mix62.txt,0,0.61,0,0.39,
Mix63.txt,0.18,0.82,0,0,
Mix64.txt,0.35,0.16,0.4,0.09,
Mix65.txt,0.5,0,0.27,0.23,
Mix66.txt,0,0,0.32,0.68,
Mix67.txt,0.54,0,0,0.46,
Mix68.txt,0.43,0.05,0,0.53,
Mix69.txt,0.01,0.2,0.63,0.16,
Mix70.txt,0,0,0.94,0.06,
Mix71.txt,0,0.06,0.94,0,
Mix72.txt,0,0.09,0.64,0.27,
Mix73.txt,0.37,0.07,0.3,0.26,
Mix74.txt,0,0.68,0,0.32,
Mix75.txt,0.32,0,0.43,0.26,
Mix76.txt,0,0.59,0,0.41,
Mix77.txt,0.52,0.48,0,0,
Mix78.txt,0.02,0.59,0.36,0.03,
Mix79.txt,0.08,0.27,0.14,0.51,
Mix80.txt,0.86,0.14,0,0,
Mix81.txt,0.47,0.1,0,0.42,
Mix82.txt,0.47,0.53,0,0,
Mix83.txt,0.01,0.26,0.37,0.36,
Mix84.txt,0,1.0,0,0,
Mix85.txt,0.37,0.18,0,0.45,
Mix86.txt,0.05,0.36,0.17,0.42,
Mix87.txt,0,0,0.51,0.49,
Mix88.txt,0.07,0.17,0.38,0.38,
Mix89.txt,1.0,0,0,0,
Mix90.txt,0.52,0.23,0.25,0,
Mix91.txt,0.42,0.53,0,0.05,
Mix92.txt,1.0,0,0,0,
Mix93.txt,0.34,0.19,0.31,0.15,
Mix94.txt,0.34,0.27,0,0.39,
Mix95.txt,0,0,0,1.0,
Mix96.txt,0,0.5,0.04,0.46,
Mix97.txt,0.52,0.02,0.45,0,
Mix98.txt,0.11,0.42,0.36,0.1,
Mix99.txt,0,0,1.0,0,
Mix100.txt,0,0,0.73,0.27,
Mix101.txt,0.42,0.16,0.04,0.37,
Mix102.txt,0.15,0.03,0.27,0.54,
Mix103.txt,0.39,0.25,0,0.36,
Mix104.txt,0.34,0.25,0.08,0.33,
Mix105.txt,0.65,0,0.35,0,
